cluster,north_latitude,north_longitude,south_latitude,south_longitude,east_latitude,east_longitude,west_latitude,west_longitude
0,25.9963686,-80.1492454,25.5374965,-80.372039,25.954473999999998,-80.11974029999999,25.753971,-80.411017
1,25.658305799999997,-80.4188422,25.6417839,-80.4142262,25.6417839,-80.4142262,25.647822599999998,-80.4317717
2,26.0726776,-80.1433636,26.0719803,-80.1500977,26.072622799999998,-80.1360828,26.072498799999998,-80.15653429999999
3,25.573992,-80.32425099999999,25.5697288,-80.3273468,25.5715501,-80.3202244,25.5697288,-80.3273468
4,25.726205999999998,-80.15370999999999,25.670794599999997,-80.1548888,25.714681,-80.15351900000002,25.687074,-80.17170949999999
5,25.471691,-80.475151,25.461591499999997,-80.48644279999999,25.4712923,-80.46881610000001,25.461591499999997,-80.48644279999999
6,26.1361852,-80.1492713,26.1172056,-80.1478655,26.122034199999998,-80.1422042,26.1361852,-80.1492713
7,25.638358999999998,-80.2899693,25.632608800000003,-80.30261209999999,25.638358999999998,-80.2899693,25.632608800000003,-80.30261209999999
8,25.629861,-80.317168,25.615728299999997,-80.3100595,25.615728299999997,-80.3100595,25.6294265,-80.321556
